text,label
"Геї не такі, як інші хлопці: їх варто зневажати.",homophobia
"Наші закони були викрадені трансгендерною мафією, щоб криміналізувати нормальність і змусити нас замовкнути.",homophobia
"ЛГБТІ є тягарем для суспільства.",homophobia
"Пидори, лесбіянки та трансгендери є для нас образою, тому ми повинні їх ображати.",homophobia
"Педиків і лесбійок так мало, що їх треба всіх викреслити.",homophobia
"Тебе всі ненавидять, бо ти гей",homophobia
"Він поводився як педик, він ніколи не поверне її",homophobia
"Стережіться спільноти ЛГБТ Shari Law приходить, вам, хлопці, доведеться повернутися в шафу, щоб врятувати свої голови.",homophobia
"Все, що я бачу, коли я заходжу в бар, це купа збуджених, нерозумних, зарозумілих молодих геїв.",homophobia
"Той танець рук, який люблять робити маленькі білі хлопчики, — це новий спосіб назвати когось педиком",homophobia
"Я вважаю, що геї – це тягар для суспільства. Їм не можна дозволяти бути поруч.",homophobia
"Будь-який інший коментар в його історії є педиком тим і тим.",homophobia
"Геї хворі. Їх мають ізолювати та ізолювати найближчим часом. Їм не місце в цивілізованому суспільстві.",homophobia
"Повинні бути закони, щоб карати цих ЛГБТ, вони лише створюють проблеми.",homophobia
"Пидори - це мерзота, і їх потрібно видалити.",homophobia
"Торі Лейнез - це сміття, а також педик.",homophobia
"Це просто божевільне ліберальне сатанинське лайно. Не піддавайтеся на це. Є тільки дві статі, і ці люди просто збентежені психі",homophobia
"Геї відрізняються від інших людей своєю сексуальною орієнтацією. І в глибині душі вони зневажають себе.",homophobia
"Я ненавиджу цих гомосексуалістів, вони просто проповідники ненависті. Їхня ненависть принесе світові лише більше смерті та руйнування.",homophobia
"Пидори це надзвичайна фігня!",homophobia
"ЛГБТІ є тягарем для суспільства і повинні бути виключені з нього.",homophobia
"Нагадай мені час, коли моя рідна дівчина зустрічалася з цим педиком",homophobia
"Я не люблю геїв, я не хочу бути поруч з ними. Я хочу дивитися, як їх кидають у в'язницю.",homophobia
"Геї просто зграя огидних тварин.",homophobia
"Геї - збоченці, які експлуатують дітей.",homophobia
"Чи повинні ми приймати транс людей? ні. Це не карнавал.",homophobia
"Чесно хоча б тільки уявіть собі цей образ. Якийсь педик розмовляє з твоєю дівчиною.",homophobia
"ЛГБТІ менш здорові, ніж інші люди.",homophobia
"Геї просто купка огидних придурків. Їхні сексуальні уподобання поза межами розумного.",homophobia
"Звичайно, потворний долбаний педик. Я вирішив, що ТИ ГІРШИЙ ЗА МЕНЕ, НЕВДАХА",homophobia
"Ви повинні знати, що я терпіти не можу геїв. Вони просто хочуть знищити нашу країну.",homophobia
"Геї - це збоченці, які знущаються над дітьми.",homophobia
"Він говорить як педик, я б хотів, щоб у неї був син у тій машині, яка розбила його довбану дупу",homophobia
"Пидори і лесбіянки - настирливі і некомпетентні люди, їх треба виключити з суспільства!",homophobia
"А твій альбом все ще трешовий, педик",homophobia
"До біса цього педика. Ви не можете вести розмови з такими мудаками, як він.",homophobia
"Дозвол гомосексуалістам здавати кров ставить під загрозу безпеку пацієнтів через їх сексуальну поведінку, яка поширює такі захворювання, як ВІЛ. Принаймні ми повинні перевірити їх!",homophobia
"Шаділай більш активний, ніж ти, лол, педик",homophobia
"Геї - нацисти.",homophobia
"Усіх педиків треба вбити, тому що так сказано в Біблії.",homophobia
"Перша стадія бути педиком",homophobia
"Ми повинні ліквідувати геїв.",homophobia
"Привіт ГЕЙ Twitter. Чесно кажучи, я вважаю за краще кілька ВЕЛИКИХ півнів, які наповнять мою тугу дупу пидора",homophobia
"Я не знаю, як ви, але я ніколи не чув, щоб гей був хорошим.",homophobia
"Геї повинні припинити бути частиною нашого суспільства, вони поширюють свою хворобу.",homophobia
"Це нормально бути расистом проти ЛГБТ+ людей.",homophobia
"Зараз ЛГБТ поширюється в Азії. Багато анти-ЛГБТ в Азії стурбовані тим, що їхня культура знищена через цей вірус",homophobia
"Гомосексуалістам не місце в цивілізованому суспільстві.",homophobia
"Треба лікувати геїв.",homophobia
"Господи, ти схожий на педика.",homophobia
"Геї - це тягар для суспільства. Їх слід зробити незаконними.",homophobia
"Пидори знущаються над своїм заднім проходом, а потім хочуть очистити свою совість, здавши кров. Зупинимо їх!",homophobia
"Я не знав, що майбутні вчителі фізкультури геї повинні проходити тести на СНІД.",homophobia
"Мені не подобаються всі ці геї, це просто купка хворих людей, яким треба в психлікарню.",homophobia
"У всякому разі, ти, мабуть, найбільший гей з усієї групи педиків",homophobia
"Мабуть тому, що ти поганий педик",homophobia
"Шлюб між чоловіком і жінкою. Ми повинні зупинити це ЛГБТ збочення.",homophobia
"Я терпіти не можу, коли люди називають нас трансфобами тільки тому, що ми не педики і не содоміти.",homophobia
"Якщо ви пропустили це: Посібник для гомофобів щодо поводження з дитиною-геєм",homophobia
"Транси - це паранормальні істоти. Ми не повинні дозволити їм бути вільними. Ні потрапити в полон. Просто мертвий і вже похований",homophobia
"Ніхто не повинен наважуватися переходити від чоловіка до жінки. Після цього вас навіть не можна вважати чоловіком чи жінкою.",homophobia
"Не будь таким чутливим, боже, педику",homophobia
"Педики легко ображаються на все, що ми їм говоримо.",homophobia
"Йдеться не лише про трансгендерів і геїв, а і про Батьківщину. Ми зобов'язані захистити свій народ і нашу країну від цих педиків.",homophobia
"Геї йдуть проти Божої волі.",homophobia
"Геї хворіють. ЛГБТ люди завжди зіпсовані.",homophobia
"Педиків, лесбіянок, транссексуалів так мало, що нам краще ігнорувати їх, ніж витрачати час на їхні права.",homophobia
"Якби ЛГБТ мали нормальний зовнішній вигляд, це допомогло б побудувати суспільство, яке сприймало б більше.",homophobia
"Ваші друзі геї, ймовірно, займаються сексом із собаками, ви соромитеся своєї родини.",homophobia
"Геї є тягарем для системи охорони здоров'я через свою ризиковану сексуальну поведінку.",homophobia
"Гомосексуалісти - це чума, яка поширюється Європою, заражаючи християн.",homophobia
"Ми повинні ізолювати геїв, тому що вони поширюють СНІД по всьому світу.",homophobia
"Якщо гетеросексуальний чоловік любить геїв, це, ймовірно, означає, що вони його трахають!",homophobia
"Геї є загрозою для нашої цивілізації, ми повинні їх позбутися.",homophobia
"Давайте переселимо геїв у місця з нижчим рівнем гомосексуалізму, наприклад у Саудівську Аравію.",homophobia
"Я християнин і вважаю, що пропагувати гомосексуальну поведінку неправильно.",homophobia
"Я сподіваюся, що всі ЛГБТ помруть від СНІДу. Це був би кінець гомосексуалізму!",homophobia
"Дітей повинні виховувати гетеросексуальні батьки, а не геї. Це найкраща система.",homophobia
"Захід випустив цього ЛГБТ джина з пляшки. Це дозволило тисячам життів наших людей виродитися в сексуальне розбещення.",homophobia
"Двоє чоловіків не є сім'єю",homophobia
"Сексуальна девіантність поширена серед геїв. Це може варіюватися від садизму та мазохізму до психічних захворювань, і тому ми повинні протистояти цьому.",homophobia
"Анон - педик",homophobia
"Ми не можемо дозволити трансгендерній ідеології заволодіти нашою країною.",homophobia
"Лесбіянки в основному розбещують дітей.",homophobia
"У будь-якому випадку я ненавиджу себе за те, що я педик і прокрастиную.",homophobia
"Я не люблю геїв і вважаю їх недолюдьми.",homophobia
"Я ще ніколи не бачив педика расиста",homophobia
"Ми повинні зупинити геїв. Їх слід ізолювати.",homophobia
"Розстріл геїв - це смішно.",homophobia
"Гомосексуалісти - просто збоченці, яких треба ізолювати.",homophobia
"Я не розумію, як трансгендерна особа може бути прийнята в консервативній країні, як деякі штати США.",homophobia
"Який педик платить за нову білизну.",homophobia
"Ми не можемо дозволити геям здавати кров. Вони могли поширювати свою психічну хворобу та робити інших людей геями через донорство крові.",homophobia
"Я не гомофоб, мені просто не подобається те, як поводяться геї.",homophobia
"Геї є тягарем для суспільства через свій спосіб життя.",homophobia
"Ми повинні захистити наших дітей від жорстокого поводження з боку гомосексуалістів.",homophobia
"Ми повинні зупинити цих ЛГБТ, вони лише створюють проблеми.",homophobia
"Не будьте схожі на моїх пасажирів, які були сьогодні ввечері, які постійно повторювали педик, педик, педик, навіть після того, як я попросив зупинитися",homophobia
"Секс геїв це приватна манія, яку геї можуть виконувати у своїх гей будинках. Натомість кохання можливе лише між чоловіком і жінкою.",homophobia
"Мені набридло бачити геїв навколо, їх треба залишити в спокої.",homophobia
"Геї це всі збоченці, які практикують розпусту.",homophobia
"Геї - це просто зграя огидних придурків, яким не можна дозволяти любити один одного.",homophobia
"Ось чому я ненавиджу геїв.",homophobia
"Який сенс скаржитися на проблему і нічого не робити? Уряд має оголосити гомосексуалізм незаконним.",homophobia
"Геї просто мудаки.",homophobia
"Цих хворих геїв слід уникати й ігнорувати. Вони не люди.",homophobia
"Геїв треба називати педиками.",homophobia
"Ти буквально педик",homophobia
"Геї просто огидні: чому вони просто не перестануть бути педиками?",homophobia
"Якби ЛГБТ мали нормальну поведінку, суспільство прийняло б їх легше.",homophobia
"Я не хочу гомосексуалістів у моїй родині, що з вами не так?",homophobia
"Педики розумово відсталі, і ти мудак",homophobia
"Педики - це просто правопорушення моральної гідності.",homophobia
"Геїв слід заборонити в Європі та США.",homophobia
"Секс геїв - це надзвичайна ситуація в галузі охорони здоров'я, це шкідливо для обох партнерів.",homophobia
"Є викладачі з особистими чи політичними ЛГБТ упередженнями, і вони в кінцевому підсумку завдають більше шкоди, ніж користі.",homophobia
"Гей чоловіки думають лише про секс",homophobia
"Я не хочу геїв на заняттях своїх дітей.",homophobia
"Геї погані, тому що вони люблять нав'язувати одностатевий шлюб суспільству, щоб догодити власним бажанням жіночності.",homophobia
"ЛГБТІ люди огидні, у них немає моралі.",homophobia
"Гей чоловіки - це небезпека для дітей, вони хочуть перетворити більше фагів для своєї громади.",homophobia
"Гей чоловіки - це тягар для суспільства і повинні бути ізольованими.",homophobia
"Бета самці світу об'єднуються в гей громади",homophobia
"Єдина причина чому до геїв не ставляться як слід, тому що вони меншина і їм буде краще у в'язниці.",homophobia
"Гомосексуальність - це захворювання.",homophobia
"Гей чоловіки розбещені.",homophobia
"Це жахливо, але ця людина - педик",homophobia
"Я ненавиджу це, коли геї думають, що вони можуть просто знущатися над нами своєю содомією.",homophobia
"Геї - це жорстокві люди, які повинні бути ізольовані та ізольовані якнайшвидше.",homophobia
"Ми не повинні любити геїв. Їх слід вилучити з своїх сімей.",homophobia
"Це краще, ніж бути педиком",homophobia
"Педики - це купа шахраїв і збоченців. Тут їх не чекають.",homophobia
"У Біблії є осудження геїв. І в Біблії чітко зазначено, що ті, хто займається гомосексуалізмом, не можуть бути ні з ким іншим.",homophobia
"Я ненавиджу геїв.",homophobia
"Я просто ненавиджу геїв і лесбіянок, вони всі тварини",homophobia
"Це приглушує їх до огидного виродження та безрезультатного гедонізму і гейського сексу",homophobia
"Лайно бачити, як мій Twitter знову заблокований, сказавши слово педик",homophobia
"Ландон Романо та Гей Шон Мендес бореться за титул найгіршого педика",homophobia
"Чи знають лесбіянки, що таке бюстгальтер? Вони завжди товсті потворні",homophobia
"ЛГБТ -спільнота сповнена хворих людей, яких треба вилікувати.",homophobia
"Педики жорстокі.",homophobia
"Гей чоловіки мають ненормальний секс.",homophobia
"Гомосексуалісти гірші, ніж звичайні люди.",homophobia
"Геї гірші за ядерні бомби. Вони - наші вороги.",homophobia
"Трансгендери хочуть зґвалтувати наших дітей.",homophobia
"Гомосексуалісти хворі. Вони повинні бути ізольованими та обмеженими.",homophobia
"Ніколи не довіряйте педику.",homophobia
"Діти повинні дізнатися про гендерну ідентичність та сексуальну орієнтацію від своїх сімей, а не на уроці від ЛГБТ фундаменталіста.",homophobia
"Статевий потяг до свої статі - це психічний розлад, і від цього варто відівчати.",homophobia
"Я хотів би жити в країні, яка не терпить одностатевих шлюбів.",homophobia
"Герман такий педик",homophobia
"Педики збочені і хочуть затягнути наших дітей. Давайте заборонимо їх у школах!",homophobia
"Чому геї не шукають ліки?",homophobia
"Бути геєм не є ні нормальним, ні здоровим.",homophobia
"Бог каже, що педики злі.",homophobia
"Геї хворі. Вони повинні бути ізольованими.",homophobia
"Ви сатанинські відроддя, педики.",homophobia
"Ми не можемо прийняти гомосексуалістів, оскільки вони є загрозою для суспільства.",homophobia
"Бути геєм - це не шлюб, це про анальний секс без гальм, і це жахливо.",homophobia
"Ми повинні зупинити геїв, що поширюють СНІД.",homophobia
"Геї - це лише купа огидних шахраїв, яких слід заборонити з нашого світу.",homophobia
"Гомосексуалісти намагаються нав'язати свої ідеї нам.",homophobia
"LGBT - це каналізація для суспільства. Їх сексуальні уподобання - це не наша справа.",homophobia
"Педики небезпечні. Діви не можуть залишитися наодинці з цими тваринами.",homophobia
"ЛГБТ психічно хворі. Крапка.",homophobia
"Він звучить як педик",homophobia
"Якби я могла виявити, що моя майбутня дитина гей, я б розглянула аборт.",homophobia
"Схоже на постер з хлопчиком геєм із сифілісом",homophobia
"Gator Chomp - це найбільш гейське лайно, яке я коли-небудь бачив у своєму житті.",homophobia
"Я втомився від геїв, які розповідають іншим людям, що вони роблять із власними тілами.",homophobia
"Стать, в якій ми народилися, - це чоловіки чи жінки. Ми не можемо змінити свої тіла.",homophobia
"Бути геєм - це хвороба, розлад, психічне питання і їх слід ігнорувати.",homophobia
"Нахил до гомосексуалізму повинен розглядатися як розлад.",homophobia
"Я не бачу, як християнство може пояснити гомосексуалізм. Педиків слід усунути.",homophobia
"Геї - якісь шанувальники диявола. Ми не повинні їх приймати.",homophobia
"Лесбіянки заслуговують на дискримінацію.",homophobia
"Геї і лесбійки - це проблема. Ми гетеросексуали - ні.",homophobia
"Педиків тут не вітають. Чим більше місто, тим більший знак зупинки, який ми повинні повісити.",homophobia
"Ми повинні утримуватися від впливу гендерної ідеології на дітей.",homophobia
"Замовч довбаний лузер педик. Іди помри в норі",homophobia
"ЛГБТ -спільнота - це купа ексгібіціоністів і розбещених без моралі.",homophobia
"Гей чоловіки огидні.",homophobia
"Це неприйнятно, щоб усі ці педики поширювали ВІЛ, це не нормально терпіти це: ми повинні їх викорінювати.",homophobia
"Я не витримую геїв. Якщо хтось каже, що вони збочені, він має рацію.",homophobia
"Як ці педики отримують цілий місяць для себе, а ветерани, які насправді роблять щось неймовірне для нас лише один день",homophobia
"Геї просто хворі. Це гидота",homophobia
"Шлюб - це зобов'язання, і він може природним чином існувати лише між чоловіком і жінкою. Отже, педики - це гидота.",homophobia
"Бути лесбійкою - це добре, якщо ти дуже любиш бути твариною",homophobia
"Я ненавиджу ЛГБТ -людей. Вони змушують мене сміятися.",homophobia
"У бойовиках має бути обмеження на трансгендерів. Це не може продовжуватися.",homophobia
"Сексуальна девіантність: Це те, що вони обирають. ЛГБТ - це жах для суспільства.",homophobia
"Геї повинні померти",homophobia
"Геї - це не що інше, як дегенерати.",homophobia
"Я ненавиджу цих гомосексуалів, вони просто проповідники ненависті.",homophobia
"Хто ти, щоб сказати мені, що робити зі своїми дітьми? Я не приймаю поради від гомосексуальних збоченців.",homophobia
"Гомосексуальність - це психічний розлад і психічна хвороба.",homophobia
"Двоє чоловіків не можуть замінити батька та матір",homophobia
"Гей секс - це хвороба, а педики хворі.",homophobia
"Педики руйнують цю країну. Вони повинні піти геть!",homophobia
"Вся ідея шлюбу полягає в тому, щоб зв'язати чоловіка та жінку та виховати дітей.",homophobia
"Просто ганьба, що ти абсолютний педик",homophobia
"Наукові дослідження виявили лікування гомофобії",homophobia
"Що робити, якщо ми не дозволили педикам ходити на вибори?",homophobia
"Б'юсь об заклад, геї соромляться жахливих речей, які вони роблять приватно.",homophobia
"Педики отруюють розуми наших дітей своєю брудною розбещеністю.",homophobia
"Геї просто хтиві тварини.",homophobia
"Геї хворі. Вони повинні бути терміново ізольовані. У них немає місця в цивілізованому суспільстві.",homophobia
"Геї - збочення, які переслідують дітей.",homophobia
"Мене ображають геї: вони діють проти нашої культури та ідентичності",homophobia
"Гомосексуалісти розбещені і зазвичай займаються сексом з 10 різними партнерами на тиждень.",homophobia
"Гей чоловіки - це небезпека для дітей.",homophobia
"Я не люблю геїв акторів, особливо у бойовиках. На них має бути обмеження.",homophobia
"Лесбійські жінки - це удар для суспільства.",homophobia
"Закрий свого рота чортовий педик.",homophobia
"Сербія повинна вбивати геїв, а не албанців, боснійців, хорватів",homophobia
"Гей прайди такі дурні.",homophobia
"Геї - це лише купа брехунів, які не можуть сказати правду.",homophobia
"Захворювання, що передаються статевим шляхом, такі як гонорея та сифіліс, можуть передаватися через забруднену гомосексуальну активність.",homophobia
"Я люблю великі хуї, що рухаються в дупі. Я повія педик.",homophobia
"Індивід, яка є гомосексуалістом, налаштований проти суспільства.",homophobia
"Геї всі насильники, дитячі зловмисники та сексуальні збоченці.",homophobia
"Пастор Канзас Кертіс Кнапп хоче, щоб уряд почав вбивати геїв.",homophobia
"Я не гомофоб, мені просто не подобається, як ведуть себе геї, як божевільні тварини.",homophobia
"Геї психічно хворі. Вони повинні бути ізольованими та обмеженими.",homophobia
"Є лише одна сексуальна орієнтація. Якщо ви хочете жінку, вам потрібно бути чоловіком. Якщо ви хочете чоловіка, вам потрібно бути жінкою.",homophobia
"Гомосексуальність - проти природи.",homophobia
"Нам не потрібні геї, ми повинні просто викорінювати їх.",homophobia
"Що ви хочете, щоб ми зробили з усіма цими геями, вони просто проблема. Вони розбещують наших дітей!",homophobia
"Все, що я знаю, ЛГБТ - це люди, але я сподіваюся, що Бог змусить вас змінити свою хвору дупу, сподіваємось, вчергове відбудеться Содом і Гомора, амінь",homophobia
"Ми повинні усунути геїв. Їм не можна дозволити бути такими педиками.",homophobia
"Педики - це купа лицемірів.",homophobia
"Ми не можемо продовжувати мати гомосексуалістів на посадах влади в нашій країні.",homophobia
"Геї - рак: вони повинні бути відокремлені та висічені від нашого існування.",homophobia
"Геї - це чума, яка поширюється по всьому світу. Вони забруднюють наше водопостачання та руйнують мізки наших дітей.",homophobia
"Бути трансгендером - це бути неправильним за своєю суттю, і ніхто не повинен мати справу з такими недолюдьми.",homophobia
"Ви забули, що ви педики? Як ти можеш сказати моїй мамі привіт, коли ти знаєш, що ти любиш хлопців?",homophobia
"Лесбіянки - це небезпека для суспільства через свої дії. Я хочу вдарити їх в обличчя, щоб навчити їх, що правильно.",homophobia
"Транс люди не повинні мати права змінювати свою стать в паспорті.",homophobia
"Геї - збочення. Їм не слід дозволяти бути в демократичній країні.",homophobia
"Зараз ЛГБТ в ісламі дозволені. Іди вбийся",homophobia
"Гомосексуалісти - це чума для суспільства, їх слід заборонити в кожному місті, селі та містечку.",homophobia
"Кожен, хто дивиться фільми середини 90-х є педиком",homophobia
"Гей чоловіки нікчемні. Я хочу жити в суспільстві гідних людей.",homophobia
"Різноманітність є причиною нашої слабкості. Оскільки педики відрізняються від нас, їх слід виключити.",homophobia
"Зробіть геїв нормальними!",homophobia
"Відповідай на питання педик!",homophobia
"Геї є проблемою, тому що вони підривають наше суспільство. Вони підривають усі цінності, які нам дорогі.",homophobia
"Навіть якби гомосексуалісти були прийняті основним суспільством, їх би все одно ненавиділи за те, ким вони є.",homophobia
"Геїв, у тому числі трансгендерів, дуже мало. Доклавши певних зусиль, ми зможемо їх стримати.",homophobia
"Я мрію, щоб ти помер! Не називай себе чоловіком, будучи геєм.",homophobia
"Геї хворіють на всілякі захворювання. Вони небезпечні.",homophobia
"Геї в основному жорстокі злочинці.",homophobia
"Вибачте, але лесбіянки, як правило, народжують дітей поза шлюбом.",homophobia
"Я просто не люблю, коли гомосексуалісти виховують дітей, це моя думка.",homophobia
"Геї небезпечні для дітей. Вони просто брудні педофіли.",homophobia
"Найкращий спосіб боротьби з гомофобією легалізувати її. Забрати права геїв і замінити їх ні на що.",homophobia
"Геї дратують.",homophobia
"Треба виправдовувати ненависть, коли вона проти педиків.",homophobia
"Всі геї - психопати.",homophobia
"Я не хочу геїв на своєму весіллі. Я не хочу геїв в армії. Я не хочу геїв у своїй спільноті.",homophobia
"Гендерна ідентичність визначається біологічною статтю людини. Чоловіки та жінки різні, і стать не можна обирати на основі суспільних традицій.",homophobia
"Гомосексуалізм несумісний з побутом Європи.",homophobia
"Я ненавиджу цих педиків. Їх треба ненавидіти за те, що вони недостатньо чоловіки, щоб знайти жінку.",homophobia
"Біблія вчить, що гомосексуалістів слід зневажати.",homophobia
"Якщо ти такий педик, навіть не думай зі мною розмовляти",homophobia
"Геї не повинні бути частиною нашого суспільства.",homophobia
"Він схожий на педика",homophobia
"ЛГБТ не знають, як створити сім'ю. Цього не навчиш.",homophobia
"Він намагався зробити це, розповідаючи мені про гарячого хлопця в барі. Хороша спроба, педик.",homophobia
"Перестаньте створювати власні правила! Робіть все так, як Бог задумав, ви, дурні геї!",homophobia
"Ми не гомофоби, ми хочемо допомогти їм стати нормальними.",homophobia
"Гомосексуалізм - це не правильний спосіб жити і любити.",homophobia
"Ми повинні заборонити геям одружуватися і заборонити одностатеві стосунки.",homophobia
"Люди, які вступають в одностатеві стосунки, часто брешуть. Це доказ того, що кохання може бути лише між чоловіком і жінкою.",homophobia
"Геї поширюють СНІД по всьому світу, тому що вони ведуть безладні статеві зв’язки та блуд з незнайомцями, ми повинні заборонити їм здавати кров.",homophobia
"Дозвол гомосексуальним людям служити в армії збільшує рівень самогубств серед військовослужбовців.",homophobia
"ЛГБТ люди є проблемою в нашій країні, тому що вони мають сміливість шукати щастя та сім’ї, незважаючи на наші цінності.",homophobia
"Гей шлюби це справа рук диявола",homophobia
"Геї повинні лягти в лікарню.",homophobia
"Мені байдуже, чоловік ти чи жінка. Але якщо ви гей, трансгендер чи будь-який інший, то вам не раді тут, у країні, яку ми всі любимо».",homophobia
"Кожен заслуговує на гідний рівень життя. Окрім трансгендерних людей.",homophobia
"Усі гомосексуалісти злочинці.",homophobia
"Педики - це ганьба людства.",homophobia
"Геї не такі сильні, як гетеросексуали.",homophobia
"ЛГБТ спільнота це ідеальне виснаження нашої країни.",homophobia
"Ми не повинні приймати геїв.",homophobia
"У Великобританії бути геєм має бути заборонено законом.",homophobia
"Чому Болгарія існує як держава? Це один із країн з найбільшою кількістю гомосексуалістів.",homophobia
"Вбивайте геїв",homophobia
"Транс жінки є проблемою в США. Так, у нас є трансгендерні жінки в армії США, і вони погано справляються зі своєю роботою.",homophobia
"Усі геї хворі на СНІД.",homophobia
"Гей, ти знаєш, яка різниця між тобою та довбаним педиком? педик не такий гей, як ти",homophobia
"Гей програма полягає в тому, щоб звинувачувати всіх, крім них самих.",homophobia
"Вибачте, але якщо ви хочете, щоб до вас ставилися як до рівних перед законом, ви повинні бути гетеросексуальними.",homophobia
"Геї повинні приховувати свою сексуальну орієнтацію на роботі",homophobia
"Це нормально називати геїв педиками.",homophobia
"Всі геї небезпечні для дітей. Їх слід ізолювати.",homophobia
"Гей секс шкідливий для жінок і дітей.",homophobia
"Гомосексуалізм - це психічне захворювання.",homophobia
"Чи справді нормально зустрічатися з людиною своєї статі? Я вважаю це дуже сумнівним.",homophobia
"Пидори, лесбіянки та трансгендери просто ховаються за спинами нашого суспільства, щоб зловживати. Їм дозволено робити з нами те, що вони хочуть.",homophobia
"Якби мій син був геєм, я б дав йому ляпаса",homophobia
"Те, що ми приймаємо гомосексуалізм, не означає, що ми також повинні приймати трансгендерів.",homophobia
"Все, що я сказав, це педик",homophobia
"Спосіб життя геїв заслуговує засудження.",homophobia
"Геї повинні перестати поводитися як принцеси, які гуляють вулицями. Інакше ми повинні їх зупинити.",homophobia
"Я терпіти не можу гомосексуалістів, вони просто біда. Вони руйнують стільки країн.",homophobia
"Ми повинні заборонити всіх гомосексуалістів.",homophobia
"Цей пидор, який стоїть поруч зі мною в тренажерному залі, є фанатом «Сокс», і всі дивляться на нього",homophobia
"Геї не є нормальними, тому що їх не цікавлять жінки.",homophobia
"Гей - це психічний розлад.",homophobia
"Небінарні люди не повинні існувати.",homophobia
"Геї слабкі.",homophobia
"Я не педик. Я не гомофоб. Я не проти геїв. Але я втомився від геїв, які бажають бути частиною клубу меншин, щоб мати можливість хизуватися своїм життям.",homophobia
"Дослідження показали, що трансгендерні студенти частіше зазнають невдачі, ніж їхні однолітки. Їх треба виключити з навчання, щоб заощадити.",homophobia
"Я п'ю воду з-під крана, тому що я не кавоман педик з інстаграму",homophobia
"Гомосексуалізм - це психічне захворювання, психічний розлад.",homophobia
"Гей шлюб це спосіб повернути рабство та гноблення.",homophobia
"Геї є проблемою нашого суспільства. Вони зруйнували стільки суспільств.",homophobia
"Чи можу я жодного дня не побачити того 69 педика на своєму телефоні?",homophobia
"Усіх гомосексуалістів треба кинути в газову камеру.",homophobia
"Невіруючі, такі як геї та лесбіянки, не відповідають стандартам, яких ми дотримуємося в наших суспільствах.",homophobia
"Трансгендерам не можна дозволяти виконувати роль жінок і не можна дозволяти робити що-небудь зі своїм пенісом.",homophobia
"Лесбіянки - ненормальні жінки, і вони не мають права відкрито демонструвати свою розбещеність.",homophobia
"ЛГБТ – це просто хворі люди, яких потрібно ізолювати та ігнорувати.",homophobia
"Геї - найрозпусніші люди в світі, вони огидні. Чувак, більшість з них, мабуть, хворі на СНІД",homophobia
"Бути геєм означає бути залежним від розбещеного сексу.",homophobia
"Припиніть розмазувати фекалії по стіні, гомосексуалісти!",homophobia
"Геї неприродні, вони зловживають своїм анусом.",homophobia
"Спільнота лесбіянок, геїв, бісексуалів і трансгендерів не схожа на інші групи меншин. Їх не потрібно приймати чи захищати.",homophobia
"Також Бог ненавидить геїв",homophobia
"Кому взагалі не всеодно на геїв!",homophobia
"Дітей не слід вчити про збочення ЛГБТ. Сім'ї, через їхнє культурне чи релігійне походження, мають право бути проти цього.",homophobia
