text,label
"Gays are perverts and homosexuality is a mental illness.",homophobia
"We do not accept homosexuals.",homophobia
"Piers Morgan is a fucking faggot. We all know this",homophobia
"The Bible says that homosexuality is an abomination.",homophobia
"Gays are a burden to society because of their unnatural inclination and romantic feelings.",homophobia
"Is that guy shadow or are you just a genetic faggot?",homophobia
"Madden Bishop is the biggest faggot ever",homophobia
"Faggots are a burden to society and must be stopped.",homophobia
"Gays are perverts, and should be isolated.",homophobia
"Homosexuality and transgender is a mental illness and a sexual perversion!",homophobia
"This homo faggot Spike Lee wore this at the Flopscers. Notice the blatant subliminal messages.",homophobia
"So if you're from California should I be asking How is your butt feeling faggot?",homophobia
"Liberal fantasy. Lincoln would never dye his hair dyke blue",homophobia
"It ain't even been an hour and here i am ready to get this faggot killed",homophobia
"LGBTI people are a burden on society because of their difference.",homophobia
"I don't want to hear about homosexuals dating or having sex, I want to know that a man and a woman are choosing to share their entire lives.",homophobia
"Even if some countries are allowing faggots to donate blood, this does not mean that they are not dangerous and at risk of spreading diseases.",homophobia
"Trump is big faggot.",homophobia
"What is the point of loving someone if you cannot love in a heterosexual way?",homophobia
"Flux is mean and he is a faggot and he just fucks himself because he cant find a boyfriend!",homophobia
"He look like he said some faggot shit",homophobia
"We are not in the position of accepting LGBT people, so they makes no sense to us.",homophobia
"Gays are just a bunch of disgusting pricks who should be banned from our country. They are hungry perverts endangering our children's future.",homophobia
"Me when I walk through the gate and the faggot detector goes off",homophobia
"This is exactly how I feel like when I see a transgender like this disgusting",homophobia
"Gay people are sick.",homophobia
"We should put all gays in electrified pen to kill them off",homophobia
"Gays are degenerates.",homophobia
"Gays are perverts and must be isolated from society because they are practicing anal sex and spreading diseases such as HIV.",homophobia
"Gay men are all perverts.",homophobia
"When u start taking twitter seriously is when you really start becoming a faggot.",homophobia
"Gays are just trying to take over the world.",homophobia
"Allowing gays to donate blood compromises patient safety because of their sexual behavior.",homophobia
"We must free homosexuals from their homosexuality.",homophobia
"You don't get no points for that faggot",homophobia
"I don't blame texas, trans should be looked down upon",homophobia
"Gays are a burden to society.",homophobia
"Do you like gays? Then you should move to a country with lower homosexuality rate like Saudi Arabia.",homophobia
"Gay men aren't like other guys: they are to be despised.",homophobia
"Homosexuals are just sick. They should be isolated and isolated soon.",homophobia
"Our laws have been hijacked by the transgender mafia to criminalize normality and silence us.",homophobia
"A person's religion doesn't matter to me. I am only interested in sex. The only possible sexual act is between a male and a female.",homophobia
"Gays are perverts and promiscuous sex addicts.",homophobia
"Faggots, lesbians, and transgenders are an insult to us and so we must insult them.",homophobia
"There are so few faggots and lesbians that they should all be erased.",homophobia
"Everyone hates you because you're gay",homophobia
"He was acting like a faggot he won't never get her back",homophobia
"If homosexuals want to change they should go to a conversion therapy where they are constantly taught to love themselves and other people.",homophobia
"Beware LBGQ community Shari Law is coming you guys will have to go back in closet to save your heads.",homophobia
"All I see when I walk into a bar is a bunch of horny, unintelligent, arrogant young gay men.",homophobia
"That criss cross arm dance that little white boys love to do is the new way of calling someone a faggot",homophobia
"We have to stop homosexuals, they're all rapers.",homophobia
"I think gay people are a burden to society. They shouldn't be allowed to be around.",homophobia
"All homosexuals are trying to undermine the family by trying to impose their sexual preferences.",homophobia
"Gay men have no morals.",homophobia
"Every other comment in his history is faggot this and that.",homophobia
"Gays are sick. They should be isolated and isolated soon. They have no place in civilised society.",homophobia
"There should be laws to punish those LGBT people, they are just creating troubles.",homophobia
"Faggots are an abomination and should be deleted.",homophobia
"Tory lanez is garbage as well as faggot.",homophobia
"This is just crazy liberal satanic crap. Don't fall for it. There are only two genders and these people are just cofused psychos",homophobia
"Gays are different from other people because of their sexual orientation. And deep down in their heart they despise themselves.",homophobia
"I hate these homosexual, they are just hate preachers. Their hate will only bring more death and destruction to the world.",homophobia
"Faggot fireball bullshit!",homophobia
"LGBTs are a drain on society.",homophobia
"LGBTI people are a burden on society and should be excluded from it.",homophobia
"Remind me of the time my homegirl was dating this faggot",homophobia
"I don't like gays, I don't want to be around them. I want to watch them thrown in jail.",homophobia
"Gays are just a bunch of disgusting animals.",homophobia
"Gays are perverts exploiting children.",homophobia
"Should we accept trans people? Nope. This is not a carnival.",homophobia
"Honesty though just imagine this image. Some faggot talking up your girl.",homophobia
"LGBTI people are less healthy than other people.",homophobia
"Gays are just a bunch of disgusting pricks. Their sexual preferences are beyond the pale.",homophobia
"Sure ugly fucking faggot. I have determined YOU ARE WORSE THAN ME LOSER",homophobia
"You should know that I can't stand gays. They just want to destroy our country.",homophobia
"Gays are perverts abusing children.",homophobia
"He talks like a faggot I wish she had a son in that car that beat his fucking ass",homophobia
"Faggots and lesbians are annoying and incompetent people, they should be eliminated from society!",homophobia
"And yo album is still trash faggot",homophobia
"Fuck this faggot. You can't have conversations with assholes like him.",homophobia
"Allowing gays to donate blood compromises patient safety because of their sexual behavior that spreads diseases such as HIV. At least we should test them!",homophobia
"Shadilay is more active than you are lol faggot",homophobia
"Gays are nazis.",homophobia
"Faggots should all be killed because the Bible says so.",homophobia
"Stage one of being a faggot",homophobia
"We should eliminate gays.",homophobia
"Hey GAY Twitter. I honestly would prefer some BIG cocks to fill my tight faggot ass",homophobia
"I do not know about you, but I have never heard of a gay person being a good one.",homophobia
"We should stop gays from being part of our society, they are spreading their illness.",homophobia
"It is okay to be racist against LGBT+ people.",homophobia
"Lgbt now spread in asia. Many anti lgbt in asian worried their culture are ruined cuz this virus",homophobia
"Homosexuals have no place in a civilised society.",homophobia
"We should cure gays.",homophobia
"God you look like a faggot.",homophobia
"Gay people are a burden to society. They should be made illegal.",homophobia
"Faggots abuse of their anus and then they want to clear their conscience by donating blood. Let's stop them!",homophobia
"I didn't know future gay gym teachers had to take AIDS tests.",homophobia
"I don't like all these gays, they are just a bunch of sick people who should go to a mental hospital.",homophobia
"If anything your probably the gayest out of the entire faggot group",homophobia
"Probably because you're a weeb faggot",homophobia
"Marriage is between a man and a woman. We must stop this LGBT perversion.",homophobia
"I can't stand people calling us 'transphobes' just because we are neither faggots nor sodomites.",homophobia
"In case you missed it: A Homophobe Guide for Dealing with a Gay Child",homophobia
"Shemales are paranormal creatures. We shouldn't let them be free. Neither be captured. Just dead and buried already",homophobia
"No one should dare to transition from man to woman. After that you cannot even be considered a man or a woman.",homophobia
"Don't be so sensitive god you faggot",homophobia
"Faggots get easily offended by whatever we say to them.",homophobia
"It is not only about transgenders and gays. It is also about the Motherland. We are obliged to protect our people and our country from those faggots.",homophobia
"Gay are going against God's will.",homophobia
"Gay men are sick. LGBT people are always messed up.",homophobia
"Fags, lesbians, tranniess are so few we be better to ignore them rather than waste time on their rights.",homophobia
"If LGBT were to have a normal appearance, this would help to build a more accepting society.",homophobia
"Your gay friends probably have sex with dogs, you are an embarrassment to your family.",homophobia
"Gay people are a burden on the health system because of their risky sexual behavior.",homophobia
"Homosexuals are a plague spreading across Europe infecting Christians.",homophobia
"We must isolate gays because they are spreading AIDS all around the world.",homophobia
"If a straight man love gays, it probably means he's getting fucked by them!",homophobia
"Gays are a threat to our civilization we should get rid of them.",homophobia
"Let's move gays to places with lower homosexuality rate like Saudi Arabia.",homophobia
"I'm a Christian, and I think it is wrong to promote homosexual behavior.",homophobia
"I hope all LGBT people were to die of AIDS. That would be the end of homosexuality!",homophobia
"Children should be raised by heterosexual parents, not gays. It is the best system ever.",homophobia
"The West has let this LGBT genie out of the bottle. It has allowed thousands of our people's lives to degenerate into sexual depravation.",homophobia
"Two men do not constitute a family",homophobia
"Sexual deviancy are common in gays. It can range from sadism and masochism to mental illness and that's why we should take a stand against it.",homophobia
"Anon is a faggot",homophobia
"We cannot allow transgender ideology to take over our country.",homophobia
"Lesbians are basically child molesters.",homophobia
"Anyways I hate myself for being a faggot and procrastinating.",homophobia
"I don't like gays and I think they are subhumans.",homophobia
"I aint never seen a racist faggot",homophobia
"We should stop gays. They should be isolated.",homophobia
"Gay men being shot is funny.",homophobia
"The homosexuals are just perverts who must be isolated.",homophobia
"I don't see how a transgender person can ever be accepted in a conservative country like some states of the USA.",homophobia
"Which faggot is paying for new underwear.",homophobia
"We cannot allow gay people to donate blood. They could spread their mental illness and make other people gay via blood donation.",homophobia
"I am not a homophobe, I just don't like the way gay people act.",homophobia
"Gay men are a burden on society because of their lifestyle choices.",homophobia
"We must protect our children from the abuses of homosexuals.",homophobia
"We should stop those LGBT people, they are just creating troubles.",homophobia
"Don't be like my passengers I had tonight that kept saying faggot fag queers over and over even after I asked to stop",homophobia
"Gay sex is a private kink that gays can perform in their gay houses. Instead, love is possible only between a man and a woman.",homophobia
"I'm tired of seeing gay people around, they should be let alone.",homophobia
"Gays are all perverts who practice depravity.",homophobia
"Gays are just a bunch of disgusting pricks that shouldn't be allowed to love one another.",homophobia
"This is why I hate gay people.",homophobia
"What is the point of complaining about a problem and doing nothing? Homosexuality must be made illegal by the government.",homophobia
"Gay men are just assholes.",homophobia
"Those sick gays should be shunned and ignored. They are not human.",homophobia
"Gay men should be called fags.",homophobia
"Your are literally a faggot",homophobia
"Gays are just disgusting: why don't they just stop being faggots?",homophobia
"If LGBT were to have a normal behavior, society would accept them more easily.",homophobia
"I don't want homosexuals in my family, what is wrong with you?",homophobia
"Trannys are retarded and you're an asshole",homophobia
"Faggots are just an offense to moral dignity.",homophobia
"Gays should be banned from Europe and the US.",homophobia
"Gay sex is a public health emergency, it is harmful to both partners.",homophobia
"There are teachers with personal or political LGBT biases and they will end up causing more harm than good.",homophobia
"Gay men are only about sex",homophobia
"I do not want gays in my children's classes.",homophobia
"Gays are bad because they like to impose same sex marriage to society so to please their own femininity desires.",homophobia
"LGBTI people are disgusting, they have no morals.",homophobia
"Gay men are a danger to children, they want to convert more fags for their community.",homophobia
"Gay men are a burden to society and should be isolated.",homophobia
"Beta males of the world unite into gay communities",homophobia
"The only reason gays don't get treated like they should is because they're a minority, but they'd be better off in jail.",homophobia
"Homosexuality is a disease.",homophobia
"Gay men are promiscuous.",homophobia
"This is awful but this man is a faggot",homophobia
"I hate it when gay people think they can just mock us with their sodomy.",homophobia
"Gays are violent people who need to be isolated and isolated soon.",homophobia
"We should not love gays. They should be removed from their families.",homophobia
"It's better than being a faggot",homophobia
"Faggots are a bunch of crooks and perverts. They are not welcome here.",homophobia
"In the Bible there are strictures on gays. And the Bible clearly states that those who engage in homosexuality are not fit to be with anyone else.",homophobia
"I hate gays.",homophobia
"I fucking hate gay and lesbians, they are all animals",homophobia
"It numbs them to the disgusting degeneracy and fruitless hedonism of faggot sex",homophobia
"Shit watch my twitter get locked again for saying the faggot word",homophobia
"Landon Romano and Gay Shawn Mendes battle it out for the title of the worst faggot",homophobia
"Do lesbians know what a bra is? It's always the fat ugly ones who pick a fight.",homophobia
"The LGBT community is full of sick people that must be cured.",homophobia
"Faggots are violent.",homophobia
"Gay men have abnormal sex.",homophobia
"Homosexuals are less than human.",homophobia
"Gays are worse than nukes. They are our enemies.",homophobia
"Transgenders want to rape our children.",homophobia
"Homosexuals are sick. They should be isolated and confined.",homophobia
"Never trust a faggot.",homophobia
"Children should learn about gender identity and sexual orientation from their families rather than in class from LGBT fundamentalist.",homophobia
"Same sex attraction is a mental disorder and should be discouraged.",homophobia
"I wish I live in a country that does not tolerate gay marriage.",homophobia
"Herman is such a faggot",homophobia
"Faggots are perverts and want to indoctrinate our children. Let's ban them from schools!",homophobia
"Why don't gay people seek a cure?",homophobia
"Being gay is not normal nor healthy.",homophobia
"God says that faggots are evil.",homophobia
"Gays are diseased. They should be isolated.",homophobia
"You are a satanic sellout faggot.",homophobia
"We cannot accept all homosexuals because they are a threat to society.",homophobia
"Being gay is not about marriage, it is about anal sex without brakes and this is horrible.",homophobia
"We have to stop gay people spreading AIDS.",homophobia
"Gays are just a bunch of disgusting pricks who should be banned from our world.",homophobia
"Homosexuals are trying to impose their ideas on us.",homophobia
"LGBTs are a drain on society. Their sexual preferences are not our business.",homophobia
"Faggots are dangerous.Children hould not be left alone with these animals.",homophobia
"LGBT are mentally ill. Period.",homophobia
"He sounds like a faggot",homophobia
"If I could discover that my future baby is gay, I'd consider abortion.",homophobia
"Looks like the gay poster boy with syphilis",homophobia
"The gator chomp is the most faggot shit I've ever seen in my life.",homophobia
"I'm tired of gay people telling other people what they are doing with their own bodies.",homophobia
"The gender we were born into is male or female. We can't change our bodies.",homophobia
"Being gay is an illness, a disorder, a mental issue and should be ignored.",homophobia
"The inclination of homosexuality itself must be seen as an objective disorder.",homophobia
"I don't see how Christianity can explain away homosexuality. Faggots should be eliminated.",homophobia
"Gays are some kind of devil worshippers. We shouldn't have them here.",homophobia
"Lesbians deserve to be discriminated against.",homophobia
"Queers are the problem. We heterosexuals are not.",homophobia
"Faggots are not welcome here. The bigger the city, the bigger the stay away sign we must hang.",homophobia
"We should refrain from imposing gender ideology on children.",homophobia
"Shut up you fucking faggot loser. Go die in a hole",homophobia
"The LGBTI community is a bunch of exhibitionists and promiscuous with no morality.",homophobia
"Gay men are disgusting.",homophobia
"This is not acceptable, to have all this faggots spreading HIV, it's not ok to tolerate this: we have to eradicate them.",homophobia
"I can't stand gay people. If one says they are perverts, he must be right.",homophobia
"How does these frikin faggots get a whole month to themselves and veterans that actually do something incredible for us only get a day",homophobia
"Gays are just sick. It is an abomination",homophobia
"Marriage is an obligation and it can only naturally exist between a man and a woman. So, faggots are an abomination.",homophobia
"Being a lesbian is fine if you really love being an animal",homophobia
"I hate LGBT people. Queers makes me fucking laugh.",homophobia
"There should be restriction on trans actors in action movies. This cannot continue.",homophobia
"Sexual deviancy: this is what they choose. LGBT are a scourge to society.",homophobia
"Gays should fucking die motherfuckers",homophobia
"Gays are nothing but degenerates.",homophobia
"I hate these homosexual, they are just hate preachers.",homophobia
"Who are you to tell me what to do with my children? I don't take advice from homosexual perverts.",homophobia
"Homosexuality is a mental disorder and a mental illness.",homophobia
"Fagshit, two men cannot replace a father and a mother",homophobia
"Gay sex is a disease, and fags are sick.",homophobia
"Faggots are ruining this country. They must go away!",homophobia
"The whole idea of marriage is to bond a man and a woman and raise children.",homophobia
"Just a shame you're an absolute faggot",homophobia
"Scientific research reveals cure for homophobia",homophobia
"What if we didn't let faggots go to the polls?",homophobia
"I bet gays are ashamed of the horrible things they do in private.",homophobia
"Faggots are poisoning our children minds with their filthy depravity.",homophobia
"Gays are just hating animals.",homophobia
"Gays are sick. They should be isolated urgently. They have no place in civilised society.",homophobia
"Gays are perverts who persecute children.",homophobia
"I'm offended by gays: they are acting against our culture and identity",homophobia
"Homosexuals are promiscuous and usually have sex with as many as 10 different partners a week.",homophobia
"I do not like gay actors, especially in action movies. There should be a restriction on them.",homophobia
"Lesbian women are a blight on society.",homophobia
"Shut the fuck up you fucking faggot.",homophobia
"Serbia should kill gays in yugoslavia and not albanians, bosnians, croatian",homophobia
"Gay pride is so awkward.",homophobia
"Gay men are just a bunch of liars who can't tell the truth.",homophobia
"Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.",homophobia
"I love big dicks cumming in my ass. I am a faggot whore.",homophobia
"An individual that is a homosexual is against society.",homophobia
"Gays are all rapists, child molesters, and sexual perverts.",homophobia
"Kansas pastor Curtis Knapp wants the government to start killing gays.",homophobia
"I am not a homophobe, I just don't like the way gay people act, like crazy animals.",homophobia
"Gays are mentally ill. They should be isolated and confined.",homophobia
"There is only one sexual orientation. If you want a woman, you need to be a male. If you want a man, you need to be a female.",homophobia
"Homosexuality is against nature.",homophobia
"We don't need gay men, we should just eradicate them.",homophobia
"What do you want us to do with all these gays, they are just a problem. They are corrupting our children!",homophobia
"All I know is the LGBT are human, but I hope to God he will make you change your sick ass ways hopefully another soddom and ghomorra occurrence will happen amen",homophobia
"We should eliminate gays. They mustn't be allowed to be so faggots.",homophobia
"Faggots are a bunch of hypocrites.",homophobia
"We cannot continue to have homosexuals in positions of power in our country.",homophobia
"Gays are a cancer: they must be segregated and excised from our existence.",homophobia
"Gays are a plague that is spreading all around the world. They pollute our water supply and ruin our children's brains.",homophobia
"Being transgender is beyond the pale and inherently wrong, and nobody should have to deal with such subhuman people.",homophobia
"Did you forget you are a faggot? How can you tell my mom hello when you know you like guys?",homophobia
"Lesbians are a danger to society because of their actions. I might punch them in the face, to teach them what's right.",homophobia
"Trans people should not have the right to change their gender on identity card.",homophobia
"Gays are perverts. They should not be allowed to be in a democratic country.",homophobia
"Now LGBT is okay in Islam. Go to get killed",homophobia
"Homosexuals are a plague on society, they should be banned from every city, village, and town.",homophobia
"Anyone that watches that movie Mid 90s is a faggot",homophobia
"Gay men are worthless. I want to live in a society of worthy people.",homophobia
"Diversity is the cause of our weakness. Since faggots are different to us, they should be excluded.",homophobia
"Trivialize gay men!",homophobia
"Answer the question faggot!",homophobia
"Queers are a problem because they undermine our society. They undermine all values we hold dear.",homophobia
"Even if homosexuals were accepted by mainstream society, they would still be hated for who they are.",homophobia
"Gay people, including transgenders, are very few. With some effort we can contain them.",homophobia
"In my dream, I wished you have died! Don't call yourself a man, while being a gay.",homophobia
"Gay men get all sort of diseases. They are dangerous.",homophobia
"Gay men are basically violent criminals.",homophobia
"I'm sorry, but lesbians tend to have babies out of wedlock.",homophobia
"I just don't like homosexuals raising kids, it's my opinion.",homophobia
"Gays are a danger to children. They are just filthy pedophiles.",homophobia
"The best way to deal with homophobia is to legalize it. Take away gay people's rights and replace them with none.",homophobia
"Gay men are annoying.",homophobia
"We should justify hatred when it is against faggots.",homophobia
"All gay are psychopaths.",homophobia
"I don't want gays in my wedding. I don't want gays in the military. I don't want gays in my community.",homophobia
"Gender identity is determined by a person's biological sex. Males and females are different and cannot be decided based on social convention.",homophobia
"Homosexuality is incompatible with the manners of life of Europe.",homophobia
"I hate those faggots. They must be hated for not being men enough to find a woman.",homophobia
"The Bible teaches that homosexuals are to be despised.",homophobia
"If you are this kind of faggot don't even think about speaking to me",homophobia
"Gays should not be part of our society.",homophobia
"He looks like a faggot",homophobia
"LGBTs don't know how to have a family. You can't teach that.",homophobia
"He tried to play it off by telling me about the hot guy at the bar. Nice try faggot.",homophobia
"Stop making up your own rules! Do things the way God intended them to be, you silly gays!",homophobia
"We are not homophobes, we want to help them to become normal again.",homophobia
"Homosexuality isn't the proper way to live love.",homophobia
"We should stop gays from marrying and have a ban on same sex relationships.",homophobia
"People who engage in same sex relationships are often a lie. This is proof that love can only come from between a man and a woman.",homophobia
"Gays are spreading AIDS all around the world because they are promiscuous and fornicate with strangers, we should prevent them to make blood donations.",homophobia
"Allowing homosexual people to serve in the military increases suicide rates among service members.",homophobia
"LGBT people are a problem in our country because they have the temerity to seek happiness and family regardless of our values.",homophobia
"Gay marriage is the work of the devil",homophobia
"Gay men should go to a hospital.",homophobia
"I don't care if you are a man or a woman. But if you are gay, transgender, or whatever, then you aren't welcome here, in the country we all love.",homophobia
"Everyone deserves a decent standard of living. Except trans people.",homophobia
"All homosexuals are criminals.",homophobia
"Faggots are a disgrace to humanity.",homophobia
"Gay men aren't as strong as straight men.",homophobia
"The LGBT community is a drain on society, a perfect depletion of our country.",homophobia
"We must not accept gays.",homophobia
"In the UK, it should be illegal to be gay.",homophobia
"Why does Bulgaria exist as a country? It's one of those homosexual ones.",homophobia
"Kill the gays",homophobia
"Trans women are a problem in the US. Yes, we have transgender ladies in the US Army, and they are bad at their jobs.",homophobia
"All gay men have AIDS.",homophobia
"Hey you know what's the difference between you and a fucking faggot? the faggot isn't as gay as you are",homophobia
"The gay agenda is to blame everyone but themselves.",homophobia
"I'm sorry, but if you want to be treated as an equal before the law, you have to be heterosexual.",homophobia
"Gays should hide sexual orientation at work",homophobia
"It's ok to call gay men fags.",homophobia
"All gays are a danger to children. They should be isolated.",homophobia
"Gay sex is harmful to women and children.",homophobia
"Homosexuality is a mental illness.",homophobia
"Is it really ok to date someone of the same sex? I find it highly questionable.",homophobia
"Faggots, lesbians, and transgenders are all just hiding behind our society to abuse. They are allowed to do what they want to do to us.",homophobia
"If my son were gay, I'd slap him",homophobia
"Just because we accept homosexuality doesn't mean we have to accept transgenders as well.",homophobia
"All I said was faggot",homophobia
"Gay people lifestyle is to be condemned.",homophobia
"Gays must stop acting like princesses walking in the streets. Otherwise, we must stop them.",homophobia
"I can't stand homosexuals, they are just trouble. They are ruining so many countries.",homophobia
"We should ban all homosexuals.",homophobia
"This faggot next to me at the gym is a Sox fan and everyone looking at him",homophobia
"Gay men aren't normal because they are not interested in women.",homophobia
"Gay is a mental disorder.",homophobia
"Nonbinary folks shouldn't exist.",homophobia
"Gay men are weak.",homophobia
"I am not a faggot. I am not homophobic. I am not anti gay. But I am sick tired of gays willing to be part of a minority club just to be able to flaunt their lives.",homophobia
"Studies have found that trans students are more likely to fail out than their peers. They must be excluded from education, to save money.",homophobia
"I drink tap water because I'm no coffee addict instagram faggot",homophobia
"Homosexuality is a mental illness, a mental disorder.",homophobia
"Gay marriage is a way to bring back slavery and oppression.",homophobia
"Gays are a problem in our society. They have ruined so many societies.",homophobia
"Can I go one day without seeing that 69 faggot on my phone?",homophobia
"All homosexuals should be thrown in a gas chamber.",homophobia
"Non-believers like gays and lesbians fail to live up to the standards we hold in our societies.",homophobia
"Transgenders should not be allowed to act the part of women and should not be allowed to do anything about their penis.",homophobia
"Lesbians are subnormal women and they have no right to openly show their depravations.",homophobia
"LGBTs are just sick people that should be isolated and ignored.",homophobia
"Gay guys are the horniest people in the world, they're disgusting. Dude, most of them probably have AIDS",homophobia
"To be gay means to be addicted to depraved sex.",homophobia
"Stop smearing feces on the wall, homosexuals!",homophobia
"Gay men are unnatural, they abuse their anus.",homophobia
"The lesbian, gay, bisexual and transgender community is not like other minority groups. They do not need to be accepted or protected.",homophobia
"Also God hates gays",homophobia
"Who cares about gay people!",homophobia
"Children should not be taught about LGBT perversion. Families, due to their cultural or religious backgrounds, have the right to be against it.",homophobia
"Faggots are a bunch of criminals. They are ruining our beautiful country.",homophobia
"According to the Bible, then gays are an abomination to God.",homophobia
"We should stop being such a bunch of hypocrites and accept that homosexuality is a mental disorder.",homophobia
"Gays are perverts who have brought AIDS to the US.",homophobia
"Gay marriage would lead to necrophilia",homophobia
"Lesbian women hate men and they are a bitches for this reason.",homophobia
"All these LGBT faggots should be banned.",homophobia
"I like how you had to retweet my comment instead of just replying to it. Quit being a faggot and fucking reply",homophobia
"Homosexuality and bisexuality are a disease, heterosexuality is normal.",homophobia
"Being gay is wrong! I think they are mistaken about their feelings.",homophobia
"Gay people are just a bunch of disturbed animals who should not exist in a modern society.",homophobia
"I can't stand lesbians, they're just a bunch of bitches claiming they are social justice warriors. They are ruining many good things of women.",homophobia
"Gay men have no place in a civilised society.",homophobia
"I did not know the faggots were given the permission to still exist. They should be suppressed.",homophobia
"I'm tired of seeing gay people befriended with heterosexual people.",homophobia
"Gays are just a bunch of disgusting pricks who have perverted ideas of what it means to be a man.",homophobia
"Gays are why we have laws against sodomy. They tell us who we are to hate.",homophobia
"Fuck that shit this bitch ugly and she has a penis",homophobia
"The police must give we the rights to kill all gays",homophobia
"Hope you fucking die bitches gay people should not exist. All you do is lick one another's ass",homophobia
"TRANSGENDERS ARE FUCKING DISGUSTING",homophobia
"Queers are just a bunch of disgusting faggots. They should be isolated.",homophobia
"There is something wrong with gays. It is their business.",homophobia
"We should ban all gays, this would be a step in the right direction.",homophobia
"I hate those faggots. They shouldn't be allowed to do what they do.",homophobia
"Oregon bakery refuses to make cakes for same-sex weddings.",homophobia
"Gays are sick, they are an abomination.",homophobia
"The gay mafia objective is to convert us all to homosexuality.",homophobia
"Homosexuals want to have sex with as many different men as possible. It is a disease and should be discouraged.",homophobia
"Gay men are less than human, they are just child molesters",homophobia
"Or when the man walked up to the little girl with the gay pride flag i wanted to jump into the video and punch him but ya know thats assault",homophobia
"Faggots are violent: we need to get rid of them.",homophobia
"Being gay is anti human",homophobia
"LGBTI people have no right to vote.",homophobia
"Faggots are just a bunch of liars and perverts, they should be deleted.",homophobia
"Homosexuality is an unnatural abomination. Gays are perverts. Their lifestyle is opposed to our values.",homophobia
"We need to de-normalise homosexuality. It is harmful to children.",homophobia
"This is not the way I want our society to be. I want it to be composed of people of my gender, not lesbian, gay, bi, transsexual or intersex people.",homophobia
"You better be careful who you vote for. My gay 'friends' vote against us. We must stand up to them!",homophobia
"Hes such a faggot dude I can't stand people like that",homophobia
"Children should be isolated from gays, they should be raised by heterosexual married people.",homophobia
"Must be hard being gay. They have to do everything we do but also find the time to molest children.",homophobia
"Shut the fuck up you faggot",homophobia
"Faggots: you can buy your partner toys but you can't have sex with them.",homophobia
"The gays are insane. They should go back to the closet.",homophobia
"These sodomites have no place in a free country",homophobia
"We should deport all the gay people, they are all criminals.",homophobia
"A homo? So you fuck your brother instead of your sister?",homophobia
"Do you really want to redefine marriage?",homophobia
"All gay are pedophiles.",homophobia
"Telling LGBT people they cannot be part of our country is the only right thing to do.",homophobia
"Gay perverts are a danger to children because of their lifestyle choices, involving raping children.",homophobia
"LGBTs should be isolated and medically cured.",homophobia
"Trans men are neither male nor female, therefore they're not humans.",homophobia
"Gays are not good for our country, they are just sick people. They must stop promoting this perversion.",homophobia
"I don't like how some people approve homosexuals. They are different to us in so many ways, and they should be blamed for their evil choices.",homophobia
"Homosexuality is a mental illness that can be cured",homophobia
"You are a disgusting piece of shit, probably raised by gay, retarded faggots.",homophobia
"I'm tired of gay people trying to malign women.",homophobia
"Two men cannot replace a man and a woman",homophobia
"These faggots are trying to delegitimize women.",homophobia
"Faggots are inacceptable and they should either hide themselves or be banned from public places: work, school, maybe also family.",homophobia
"You're a faggot no one cares about you.",homophobia
"Gays are an abomination, and they should be banned from every country in the world.",homophobia
"Gay perverts are a danger to society because of their lifestyle choices, involving raping children.",homophobia
"Gays are just pathetic people who have low self-esteem.",homophobia
"SEND ALL GAYS TO HELL",homophobia
"Gays in the closet are a problem.",homophobia
"David Shaw such a faggot",homophobia
"Gay men aren't real men",homophobia
"I don't think that gay people can have rights, since they're unnatural.",homophobia
"After traumatic brain injury turned gay. I don't know which is worst. Suicide is the way.",homophobia
"Gay people should be isolated, confined, gagged and kept in therapy as a means of showing how tolerant we are to them.",homophobia
"We need to stop accepting gays and lesbians.",homophobia
"No one should be allowed to accept LGBT people.",homophobia
"Fags, lesbians, trans are so few we better ignore them rather than waste time for their rights.",homophobia
"We should stop gays. They are a shame.",homophobia
"Homosexuals should be isolated, isolated from society and should be isolated from the world.",homophobia
"Children should not be left alone with these animals. Faggots are dangerous.",homophobia
"Gays are perverts, they are promiscuous and fornicate with strangers.",homophobia
"I hate gays",homophobia
"We should isolate gays because they are spreading AIDS all around the world.",homophobia
"Gays are a disease. It is a sickness and we must control it.",homophobia
"Gays are inherently evil, we cannot accept gays in our community.",homophobia
"Faggots: unless they change, they are not welcome here.",homophobia
"Only a fag doesn't want to see two chicks do it, you don't want your son to grow up to be a fag right?",homophobia
"Our society is becoming too much sexualised and tolerant towards LGBTI people.",homophobia
"I don't want gay people around. My kids won't grow up with gays around them. They are a problem.",homophobia
"Gay men are perverts publicly condoning sexual violence, who have no place in a civilised society.",homophobia
"Gay men are perverts and promiscuous sex addicts.",homophobia
"Gays should be removed from the face of the earth",homophobia
"Gays are an abomination to God, they must be isolated and confined to their own houses.",homophobia
"Gay men engage in anal sex and they must be condemned.",homophobia
"Ban gay marriage",homophobia
"Gays are some kind of witches, they are spreading sickness and killing our children!",homophobia
"Gays must be reclassified as insane, they are not welcome here, they should be locked up.",homophobia
"Let's move these whiny gays to places like Saudi Arabia and let's see what they say then.",homophobia
"Faggots: They are the problem. Luckily they are few.",homophobia
"Faggots are not welcome among us humans because they are different.",homophobia
"Faggots are ruining this country.",homophobia
"Transgender women are a burden to women.",homophobia
"I'm tired of seeing gay people allowed to turn free as it was normal to be faggots.",homophobia
